state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Nevada,Mineral County,50.8,6.6,86.3,37.6,14,13.1,66.6,77,78.1,2.36,0,102081,20.3,45.6,41.4,6.48,3.08
Nevada,Nye County,49.5,5.5,85.2,37.1,11.5,24.4,71.6,85.7,71.8,2.37,0,337725,17.3,23.7,26.6,7.31,2.92
Nevada,Pershing County,36.8,11.1,80.9,31.9,13.7,16.7,62.1,75.9,70.5,2.33,0,64236,15,25.8,22.7,5.79,3.03
Nevada,Storey County,49,6,94.7,40.3,22.9,26.7,78.6,87.3,90.2,2.31,1,10375,7.7,15.4,11.6,6.34,2.84
Nevada,Washoe County,49.5,5.8,87.6,34.1,29.8,21.4,80.8,89.8,60.2,2.53,1,3332808,13.3,19,16.5,5.04,3.04
Nevada,White Pine County,43.4,3.8,84.9,34.2,14.6,14.2,73.5,83.1,76.6,2.5,0,80297,13,16.7,20.7,4.58,2.94
Nevada,Carson City,48.1,4.2,87,36.6,21.6,18.5,77.9,87.1,62.3,2.36,1,1469771,14.7,31.2,22.4,6.11,2.89
New Hampshire,Belknap County,50.9,6.9,92.4,31.4,31.5,26.4,82.5,89.4,76.9,2.42,0,455079,9.1,22.7,13.6,2.84,2.89
New Hampshire,Carroll County,50.5,6.1,93.4,29.5,34,26.2,82.5,90.4,80.6,2.21,0,338635,9.2,17.8,11.2,2.96,2.71
New Hampshire,Cheshire County,51.2,4,92.9,28.7,32.6,23.4,80.8,89.1,71.5,2.34,0,486423,10.2,17.9,12.4,2.74,2.94
New Hampshire,Coos County,49.2,5.6,88.3,29.9,18.3,20.8,73.4,84.1,71.5,2.16,0,316574,13.3,18.7,18,3.77,2.66
New Hampshire,Grafton County,50.5,5.7,92.5,25.3,39.3,22,80.2,90,70.8,2.37,0,882756,10.9,14.4,14.2,2.36,2.99
New Hampshire,Hillsborough County,50.5,5.8,91.8,28.5,36.5,27.9,87,92.5,69,2.52,1,3684820,8.6,12,10.5,3.02,3.04
New Hampshire,Merrimack County,50.8,4.6,93.3,30.2,35.2,26.3,83,89.5,72,2.47,0,1678698,7.7,9.9,8.5,2.55,2.94
New Hampshire,Rockingham County,50.6,4.7,95,29.1,40.6,30.2,88.2,93.2,78.6,2.5,1,2137774,4.8,5.8,5.2,3.03,2.97
New Hampshire,Strafford County,51.3,4.4,92.4,29.2,35.7,26.7,83,91.2,67.2,2.43,1,808393,9.5,13.8,9,2.55,2.95
New Hampshire,Sullivan County,50.6,4.7,90.7,27.3,25.9,24.1,78.1,87.6,73.7,2.38,0,400930,9.4,14.3,12,2.33,2.91
New Jersey,Atlantic County,51.5,4.9,86.3,26.7,26.6,24.2,78.4,87.2,70.7,2.65,1,2261114,15.3,30.3,24.1,7.4,3.21
New Jersey,Bergen County,51.8,4.1,92,20.3,47.9,32.3,87.4,91.2,67.5,2.74,1,5517452,7.2,8.6,8.4,4.19,3.24
New Jersey,Burlington County,50.9,4.8,93.4,27.8,36.8,29.3,86.3,91.4,79,2.66,1,5413165,6.4,10.6,8.6,4.45,3.15
New Jersey,Camden County,51.8,5.7,88.4,26.7,31.1,28.3,80.6,87.4,69.7,2.7,1,4499246,13.1,22,19,5.49,3.3
New Jersey,Cape May County,51.4,5.3,90.8,26.4,31.3,22.9,79.9,87.3,74.3,2.3,1,1085172,10.6,13.4,14.2,9.82,2.77
New Jersey,Cumberland County,48.5,5.4,77.9,24.4,14.4,23.6,71.4,80.9,67.4,2.81,1,1248949,18.8,26.9,27.7,7.48,3.31
New Jersey,Essex County,52,5.1,85.3,22.8,34,34.4,76.2,85.6,47.2,2.78,1,8511412,16.7,27.4,23.1,6.01,3.44
New Jersey,Gloucester County,51.4,4.7,92.5,27.7,31,29.9,84.5,90.8,80.9,2.74,1,1605119,7.9,10.3,10.1,5.05,3.27
New Jersey,Hudson County,50.5,5.1,83.7,18.3,39.3,35.7,81.5,88.3,34.3,2.66,1,4884817,17.1,23.1,25.5,4.68,3.16
New Jersey,Hunterdon County,50.1,4,94.9,22.5,50.7,33.9,88.2,92.7,85.6,2.59,1,593277,4.5,6,4.6,3.77,3.01
New Jersey,Mercer County,51.2,4.5,87.9,21.7,41.5,28.3,80.5,88.6,67.9,2.75,1,6910446,11.3,18.3,15.2,4.36,3.32
New Jersey,Middlesex County,50.9,5,89.3,21.4,42,33.3,83.4,90.1,67,2.84,1,4982989,8.6,11.9,10.9,4.43,3.3
New Jersey,Monmouth County,51.4,4.4,92.8,24.1,44,33.6,86.2,91.2,75.9,2.67,1,6899729,7.6,10.8,9.8,4.45,3.2
New Jersey,Morris County,51,3.8,94,20.3,52.6,30.9,89.3,93.1,76.6,2.72,1,3249534,4.6,5.3,4.7,3.91,3.19
New Jersey,Ocean County,52.1,7,91.2,28.4,28.4,30.7,79.2,86.5,82.4,2.61,1,4584860,10.9,23,18.5,5.21,3.27
New Jersey,Passaic County,51.5,4.6,83,21.3,27,27.6,76.7,83.6,55.3,3.09,1,3678015,17,28.2,26.1,6.18,3.56
New Jersey,Salem County,51.3,5.2,87.1,28,21,25.6,74.4,83.6,74.2,2.59,1,494617,14.2,31.4,25.9,6.41,3.18
New Jersey,Somerset County,51.3,4,94.3,20.1,53.1,32,89.4,93,79.7,2.84,1,1602752,4.8,4.6,4.8,4.07,3.3
New Jersey,Sussex County,50.4,4.3,94.4,28.7,34.4,38.2,86.3,92.3,84.8,2.64,1,720560,5.3,6.7,6,4.72,3.12
New Jersey,Union County,51.6,5.5,86,22.7,34.1,31.1,79.4,87.4,61.5,2.93,1,3637804,10.3,15,14.2,5.17,3.41
New Jersey,Warren County,51.4,4.7,90.8,27.6,31.7,35.4,82.8,89.5,75.8,2.54,1,748436,8.2,10.7,12.1,4.59,3.08
New Mexico,Bernalillo County,51,5.2,88.5,31.8,33.4,21.9,75.7,86.6,64.6,2.53,1,9568813,18,28.9,25.1,5.82,3.24
New Mexico,Catron County,47.7,1.7,95.2,30.6,25.8,14.6,55.1,69.6,86.1,2.36,0,38884,21.5,72.5,33.1,8.12,3.07
New Mexico,Chaves County,50.5,8.3,78.3,32.1,19,19.8,67.9,80.4,69.3,2.72,0,517980,21.2,38.1,30.7,6.72,3.34
New Mexico,Cibola County,49.4,8.6,80.7,35.3,12.4,23.4,52.2,73.5,68.3,2.77,0,177584,28.5,38.8,40,8.21,3.53
New Mexico,Colfax County,49.1,4.3,88.6,35.3,20.5,15.6,62.6,74.9,68.1,2.15,0,154150,23.5,50.5,34.5,6.02,2.54
New Mexico,Curry County,49.8,7,83.1,36.4,19.9,14.3,73.7,85.4,61.4,2.67,0,670503,22.5,41.8,33.9,5.06,3.26
New Mexico,De Baca County,50.9,0.2,87.2,40.8,10.4,10.3,64.9,77,79.5,2.99,0,31727,22.7,0,21.8,4.73,4.81
New Mexico,Dona Ana County,51,5,79.2,29.6,27.4,20.8,70.2,83,65.5,2.72,1,1960635,27.9,43,40.3,7.17,3.3
New Mexico,Eddy County,50.1,10.5,84.8,31.9,16.2,17.7,76.2,84,74.7,2.64,0,886569,14.6,26.4,19.7,6.51,3.15
New Mexico,Grant County,50.9,5.9,87.2,34.4,27,16.4,65.1,80.5,77,2.33,0,289677,22,32,32.1,6.45,2.98
New Mexico,Guadalupe County,43.5,2.7,77.7,25.9,13.1,18.3,32.3,43.7,77.5,2.98,0,63304,13,42.3,19.6,6.44,4.32
New Mexico,Harding County,47.2,0,89.7,30.6,24,23,47.3,57.6,91.3,2.69,0,7914,19.8,8.3,30.7,6.91,3.01
New Mexico,Hidalgo County,49.8,7.2,78.9,31.1,14.4,19.9,61.1,71.8,69.1,2.47,0,90580,26,39.9,37.7,5.54,3.19
New Mexico,Lea County,48.9,6.6,72.9,28.5,13.1,20.4,73.4,82.2,71,3.04,0,391279,16.1,24.4,22.2,9.23,3.55
New Mexico,Lincoln County,50.9,11,91.4,32.7,29.6,21.1,64.7,78.2,77.5,2.45,0,146225,15.4,8.9,17.5,5.95,3.17
New Mexico,Los Alamos County,49.7,3.6,98,22.5,65.5,15.7,86.3,91.9,77.2,2.38,0,2634341,5.1,7.7,5.4,4.24,2.99
New Mexico,Luna County,50.3,9.6,67.1,22.3,14.1,17.8,51.1,70.1,69.5,2.63,0,227764,31.8,46.7,42.5,14.53,3.58
New Mexico,McKinley County,51.6,7.2,74.8,29.5,10.8,22.1,39.6,54.9,73.4,3.65,0,884812,37.5,45,45.7,9.37,4.22
New Mexico,Mora County,48.8,0.9,89.2,38.6,12.7,31,45.3,55.7,83.6,3.04,0,72689,20.3,36,29.7,8.71,3.93
New Mexico,Otero County,49.5,6.3,84.5,37.4,18.3,18.5,72.9,82.3,67.6,2.61,0,791764,21.4,29.1,32,6.06,3.43
New Mexico,Quay County,50.7,8.4,84.4,28.8,15.4,15.5,55.6,67.9,74.1,2.72,0,127584,21.6,41.8,36.9,6.79,3.87
New Mexico,Rio Arriba County,50.6,3,85.3,34.1,18.5,27.2,49.1,58.6,79.8,3.02,0,458324,26.4,32.6,33.1,7.48,4.05
New Mexico,Roosevelt County,49.7,7.3,79.5,28.1,24.5,17.6,71.5,81.5,63,2.54,0,170014,27.5,47.6,37.8,5.7,3.32
New Mexico,Sandoval County,51.1,6.1,90.4,35,30.1,28.4,78.4,87.2,81.3,2.8,1,677880,14.7,25,19.2,6.59,3.32
New Mexico,San Juan County,50.4,5.9,83.7,37.5,14.6,23.9,58.4,74.6,73.9,3.01,1,934517,20.8,27.9,27.3,8.78,3.44
New Mexico,San Miguel County,50.1,4.9,80.5,32.7,19.6,20.8,47.1,64.9,66.8,2.41,0,390022,30.9,60.1,39.8,7.7,2.96
New Mexico,Santa Fe County,51.3,4.1,88.9,25.2,41.4,22.3,76.2,85.7,71.2,2.34,1,2044942,14.4,27,21.8,5.29,3.04
New Mexico,Sierra County,49.7,7.2,84.1,33.7,19.2,16.7,57.9,73.2,78.3,2.04,0,154802,21.2,48.6,33,8.47,2.6
New Mexico,Socorro County,48.7,5.8,76.8,23.3,19.5,16.9,53.9,66.7,74,3.53,0,211728,26.6,49.8,35.6,7.34,5.16
New Mexico,Taos County,50.8,3.5,87.5,33.2,27.7,20.2,56.6,74.7,73.2,2.55,0,315558,21.3,21.5,27.8,8.43,3.67
New Mexico,Torrance County,48.4,6.1,83.9,33.3,17.7,29.6,59.2,79.1,82.2,2.66,1,114444,27.1,42.5,31.8,9.12,3.38
New Mexico,Union County,43,9.1,78.3,22.5,15.9,15.1,55.1,68,73.7,2.53,0,44448,14.2,32.7,26.2,4,3.5
New Mexico,Valencia County,49.6,4.7,82.2,32.7,16.3,28.8,63.3,76.4,79.6,2.76,1,480987,22,35.7,29.1,7.21,3.38
New York,Albany County,51.7,3.9,92.6,27.3,40.5,20.4,80.7,87.8,58.9,2.32,1,11550430,12.4,18.1,14.7,4.05,3.04
New York,Allegany County,49.5,5,89.4,31.7,19.8,21.4,69.4,80.5,75.6,2.34,0,345869,16.5,30,24.8,6.31,2.88
New York,Bronx County,53.1,5.8,71.5,24.5,19.4,44.2,70.4,82.4,20.7,2.85,1,NA,29.7,40.6,41.6,7.1,3.49
New York,Broome County,51,4.5,90.4,31.1,28,19.7,77.6,85.5,66.6,2.36,1,1723923,17.1,26,22.4,5.43,2.96
New York,Cattaraugus County,50.5,5.4,88.4,29.9,18.9,21.9,66.6,80.1,73.4,2.38,0,962267,16.9,27.1,23.2,5.97,2.93
New York,Cayuga County,49,5.7,87.6,32.5,22.4,23,74.5,83.6,71.8,2.36,0,568535,11.6,19.5,16.7,5.06,2.86
New York,Chautauqua County,50.7,6.1,88.5,31.6,21.2,18,71.5,82.4,69.8,2.35,0,1173881,18.5,33,27.9,5.8,2.93
New York,Chemung County,50.3,4,90.4,30,25.1,19.6,74.9,85.7,68.1,2.37,1,727837,15.8,30,22.2,5.72,2.94
New York,Chenango County,50.2,5.6,87.8,30.3,18.6,24.1,75.2,84.3,77.2,2.36,0,359267,14.5,26.3,18.5,5.06,2.76
New York,Clinton County,48.7,4.8,86.8,27.8,21.9,19.8,76,86,70.3,2.32,0,631785,15.7,28.1,19.7,5.36,2.84
New York,Columbia County,49.7,3.9,89.4,28.5,30.1,25.8,74.9,86,73.2,2.32,0,498591,11.4,18.6,13.7,3.68,2.83
New York,Cortland County,51.2,3.7,90.6,30.4,26,20.5,70.3,82.8,66.3,2.5,0,306458,14.7,24.1,16.2,5.69,2.93
New York,Delaware County,49.8,5.4,87.7,28.4,21.6,24.4,71.9,82,75.9,2.28,0,377353,16.5,35.8,29.8,5.52,2.82
New York,Dutchess County,50.2,4.4,90.5,29.6,34.6,32.2,84.3,90,70.6,2.58,1,1883350,9.1,13.5,11.5,4.16,3.11
New York,Erie County,51.8,5.4,91.1,30.3,32.9,21.3,76,84.7,66.2,2.32,1,8582060,14.9,25,22.2,4.92,2.96
New York,Essex County,48.2,4.4,90.9,30.9,26.7,21.9,75.2,84.9,73,2.32,0,355779,8.9,17.4,10.5,5.34,2.67
New York,Franklin County,45.1,5,86.2,30.4,18.7,20.9,70.8,80.8,72.6,2.38,0,399957,19.4,33.7,26.8,5.66,2.91
New York,Fulton County,50.5,5.7,87,33.6,17.7,25,73.3,83.7,69.8,2.34,0,377112,16,20.1,22.9,5.72,2.81
New York,Genesee County,50.5,6.2,91.1,33.8,21.4,22.2,75.4,84.1,73.7,2.41,0,453580,12.8,22.5,19.7,4.59,3
New York,Greene County,47.8,3.5,85.9,27.4,22,27.6,71.8,83.1,73.6,2.6,0,342578,12.4,20.3,16.1,5.04,3.31
New York,Hamilton County,49.4,3.8,87.8,35.7,20,25.3,73.2,83,81.8,4.13,0,43220,9.7,14.9,12.5,6.47,4.7
New York,Herkimer County,51.1,5,89.8,32.6,20.7,23.1,73.1,82.6,71.6,2.45,1,456453,14.9,31.3,22.8,5.46,3.09
New York,Jefferson County,49.1,8,90.3,35.3,21.4,17.4,80.7,89.4,57.2,2.54,1,3059983,14.8,21.6,20.8,6.24,3.04
New York,Kings County,52.8,5.1,80.7,19.8,35.2,42.4,75.4,84.1,30.3,2.75,1,79508143,21.9,30.1,30.2,5.31,3.37
New York,Lewis County,49.7,7.1,89.9,27.6,16.3,24.5,72.4,82.6,77.8,2.59,0,189159,14.2,23.3,23,6.71,3.08
New York,Livingston County,49.8,5.5,89.1,32,23.7,25.5,78.4,87.2,75.7,2.38,1,394546,14.6,24.4,17.6,4.94,2.88
New York,Madison County,50.9,2.8,91.1,29.6,27,23.3,78.5,85.4,76.1,2.53,1,423096,11.1,17.7,14.1,5.26,3.18
New York,Monroe County,51.8,4.6,90.3,29,37.1,20.1,79.4,86.7,66.7,2.4,1,6810111,14.8,23.5,22.1,4.69,3.02
New York,Montgomery County,51.3,5.9,85.2,32.9,17,24.5,71.9,81.1,69.1,2.46,0,418132,19.6,30.9,29.1,5.71,3.02
New York,Nassau County,51.6,4.3,91,23.4,44.4,35.8,87.6,91.6,82.1,3.02,1,11375008,5.9,8.4,7.4,3.91,3.45
New York,New York County,53.1,3.6,86.8,13.6,60.7,31.8,81.9,89.1,22.8,2.1,1,NA,17.3,18.5,22.9,4.54,3.01
New York,Niagara County,51.5,5,91,32.8,23.5,22,73.2,82.2,70.9,2.37,1,1728686,13.4,23.6,18.6,5.83,2.95
New York,Oneida County,50.2,6.7,88.1,30.8,23.9,19.6,75.7,84.1,67.9,2.43,1,2240238,16.6,31.6,25.7,4.84,3.05
New York,Onondaga County,51.9,4.6,90.8,30.3,35,20.1,77.8,86.4,66,2.41,1,4681460,14.9,25.1,21,4.51,3.03
New York,Ontario County,51.1,5.1,93.2,31.5,33.7,23.2,80.5,88.3,75.5,2.39,1,862839,9.7,13.4,12.6,4.31,2.92
New York,Orange County,50,5.6,89.8,30.7,29.5,33.4,75.6,88,71.3,2.9,1,3083722,12.2,22.5,19.5,4.32,3.5
New York,Orleans County,50.5,5.5,86.9,31.6,15.9,24.1,74.9,83.2,76.7,2.38,1,273091,15.9,30.8,23.1,5.71,2.73
New York,Oswego County,50.2,4.4,86.9,30.3,18.3,24.8,79.5,88.1,73.6,2.51,1,779242,18.3,34.4,28.1,6.45,2.91
New York,Otsego County,51.6,4.7,91,28.8,29.6,22.4,75.4,86.2,72.5,2.33,0,457630,16.1,23.9,19.1,4.91,2.89
New York,Putnam County,50.1,3.7,92.8,26.5,38.5,39.2,89.9,94,84.6,2.82,1,468255,4.8,3.6,3.6,3.98,3.26
New York,Queens County,51.6,4.6,81.1,22.6,30.8,43.5,79.7,86.9,45.5,2.97,1,NA,13.7,17.5,17.9,4.52,3.51
New York,Rensselaer County,50.6,5.1,91.8,33.1,29.8,24.4,81.3,88.3,65.1,2.39,1,2770482,12.6,21.5,19.2,4.28,2.95
New York,Richmond County,51.5,4.8,88.7,25.2,32.1,44,79.9,87.2,70.3,2.82,1,NA,12.9,17.7,17.7,5.22,3.33
New York,Rockland County,51,7,87.3,24.7,40.4,31,78.9,86.9,71,3.18,1,1998705,14.2,31,24.3,4.19,3.74
New York,St. Lawrence County,49.2,5.2,88.1,28.8,23.1,20.9,75.5,84.5,71.7,2.38,0,901738,19.4,35.4,28.4,6.59,2.83
New York,Saratoga County,50.8,5.1,93.9,28.7,40.4,25.3,85.7,91.4,73.8,2.39,1,1114540,6.6,8.8,7.4,3.81,2.89
New York,Schenectady County,51.6,5.2,90.2,29.9,30.8,22.9,80.2,87.4,69.2,2.8,1,1762741,12.4,20.4,19.4,4.33,3.64
New York,Schoharie County,50,2.9,88.7,30,21.6,29.7,71.1,83.1,77.4,2.41,1,228502,13.9,30.7,18,5.42,2.91
New York,Schuyler County,50.3,6.2,89.7,29.2,22.1,24.8,72.2,83.3,79.1,2.39,0,130785,15.3,33.3,19.9,6.01,2.9
New York,Seneca County,47.6,9.4,85.9,30.1,20.5,22.3,75.4,85.5,77.4,2.34,0,223204,11.8,21.7,13.9,4.76,2.83
New York,Steuben County,50.4,7.2,89.9,30.2,22.6,21.7,71.6,83,72.9,2.37,0,893551,14.5,26.9,20.7,5.82,2.93
New York,Suffolk County,50.8,4.2,90.1,26.8,35,32,85.7,90.9,81.4,3,1,11772018,7.2,10.5,9.1,4.36,3.5
New York,Sullivan County,48.9,4.7,86.4,29.8,23.4,30.6,76,82.9,67.5,2.59,0,700008,15.9,26.1,22.7,4.78,3.21
New York,Tioga County,50.4,6.7,90,29.7,24.7,23,77.1,84.9,80,2.44,1,1583160,11.2,18.4,14.8,5.13,2.9
New York,Tompkins County,50.7,4,94.5,22,52.6,18.6,82.9,91.7,55,2.33,1,948613,20.4,21.6,16,4.16,2.79
New York,Ulster County,50.2,4.5,90.7,28.9,31.4,28.2,81.8,88.2,69.6,2.42,1,1237005,13.2,19.3,15.3,4.42,3.01
New York,Warren County,51.2,3.5,91.7,29.6,29.3,22.8,81,87.4,68.5,2.34,1,497215,9.9,18.6,12.3,5.25,2.87
New York,Washington County,48.2,4.5,88.4,29.4,19.8,26.2,73.6,83.7,74,2.46,1,411062,12.8,17.1,16,4.66,2.92
New York,Wayne County,50.4,5.3,89.6,32.5,21.7,24.9,73,83.8,76.3,2.45,1,677681,11.7,20.4,16.1,4.98,2.9
New York,Westchester County,51.9,4.7,87.6,20.3,47.7,34.1,83.4,90,62.7,2.74,1,6984046,9.4,11.9,11.4,4.28,3.3
New York,Wyoming County,45.6,6.4,88.3,31.6,15.4,24.7,73.1,83.8,76.3,2.39,0,293473,11.4,17.5,16.8,5.33,2.84
New York,Yates County,51.6,4.8,86.1,27.8,23.9,22.5,69.6,79.3,78.2,2.55,1,173518,13.1,18.2,18.1,4.41,3.32
North Carolina,Alamance County,52.4,4.3,84.9,34.1,22.9,23.6,73.5,85.2,68.1,2.43,1,925521,17.6,28.2,25.8,4.74,3.04
North Carolina,Alexander County,49.4,4.3,81.9,28.2,13.9,25.6,66.8,76.4,79.9,2.61,1,189580,14.7,17.2,23.6,4.25,2.98
North Carolina,Alleghany County,50.4,4.1,78.9,29.3,18.7,25,68.6,77.4,74,2.27,0,102249,21,54.9,34.7,5.5,2.62
North Carolina,Anson County,48,5.7,80.1,29.6,9.2,27.8,61.9,74.9,71,2.46,0,237103,22.7,39.6,29.8,5.79,3.12
North Carolina,Ashe County,50.6,5.7,84.9,34,19.5,26.5,66.1,75.8,79.2,2.2,0,237229,19.4,41.1,26.3,4.79,2.64
North Carolina,Avery County,45.6,4.3,80.5,30.2,20.2,22.5,62.8,75.9,72.8,2.17,0,149842,14.7,8.1,16.9,5.03,2.62
North Carolina,Beaufort County,51.8,5.6,85.9,32.8,19.6,25.1,60.8,74.2,73.4,2.47,0,496789,19.1,22.5,24.1,5.69,2.98
North Carolina,Bertie County,50.5,2.8,76.1,26.8,12.3,24.8,52,66.7,76.9,2.32,0,234294,22,46.5,35.1,6.61,3.01
North Carolina,Bladen County,52,6.5,79.2,31.8,14.5,24.7,60.5,75,69,2.33,0,315040,24.5,28.5,34.6,6.91,3.06
North Carolina,Brunswick County,51,6,89.1,33.8,28,24.2,77.6,89.2,77.5,2.29,1,856560,14.1,29.3,23,6.45,2.8
North Carolina,Buncombe County,51.8,3.8,90.8,28.3,38.5,20.1,79.3,86.4,67.6,2.33,1,2003540,13.2,18.5,17.3,3.86,2.97
North Carolina,Burke County,50,4.1,80.5,33.6,16.7,21.5,65.8,76.3,74.1,2.49,1,577049,19.3,41.3,28.7,4.86,3.01
North Carolina,Cabarrus County,51.2,4.8,89.1,33.9,30,27.8,85.4,91.1,73.3,2.76,1,881452,11.5,20.2,15.5,4.57,3.33
North Carolina,Caldwell County,50.8,5.4,78.7,31.7,14.8,23.4,70.4,79.4,75.6,2.51,1,506009,16.4,28.2,20.4,5.19,2.94
North Carolina,Camden County,49.8,3.8,85.3,41,18.1,33.7,79.6,87.5,85.1,2.71,0,76586,9,14.6,14.4,5.16,2.99
North Carolina,Carteret County,50.6,5.2,90.8,38.4,26.7,23.2,79.4,88.9,73.5,2.25,0,564758,12.5,20.6,17.5,5.16,2.78
North Carolina,Caswell County,49.1,4.1,77.6,30.8,13.7,31,60.7,73.6,75.2,2.38,0,180280,21.3,39.4,33.9,5.44,2.79
North Carolina,Catawba County,51,5,84,32.2,21.5,22.6,75,83.7,71.8,2.55,1,911821,14.2,23.6,20.2,4.73,3.03
North Carolina,Chatham County,51.7,5.2,87.3,25.9,40.1,28.7,76.2,85.9,79.1,2.4,1,308320,13.3,24.7,20.4,4.23,2.92
North Carolina,Cherokee County,51.4,3.2,84.9,32.1,19.2,24.6,65.6,77.7,83.2,2.41,0,253460,16.8,19.4,24.6,5.68,2.66
North Carolina,Chowan County,52.5,9.7,83.9,29.8,19,28.2,63.8,77.9,68.4,2.39,0,141251,22.8,48.7,39.5,6.4,2.8
North Carolina,Clay County,50.7,4,89.2,32.7,23.1,21.3,73.7,84.6,83.3,2.12,0,96605,17.5,27,28,5.46,2.65
North Carolina,Cleveland County,51.8,4.7,84,32.3,16.5,24,61.8,73.3,68.9,2.52,0,733486,19.9,35.1,27.2,5.47,3.28
North Carolina,Columbus County,50.5,5.3,80.6,35,12.5,26.4,57.6,71.2,72,2.39,0,588643,23.6,46.3,34.6,6.41,3.07
North Carolina,Craven County,50.3,6.8,87.7,37.5,24.3,21.6,78.4,87.8,63.5,2.42,1,1491003,15.4,25.3,25.1,5.23,2.86
North Carolina,Cumberland County,51.7,6.6,90.5,40.3,24.3,20.5,78.9,88.3,58.4,2.55,1,9964215,18.2,29.6,26.2,6.4,3.25
North Carolina,Currituck County,50.4,5.5,87.6,36.3,22.9,37.2,80.1,89.7,82.3,2.57,1,230625,9.1,11.3,9.8,5.08,2.9
North Carolina,Dare County,50,3.9,93.2,37.8,29.8,20.2,84.8,92.8,71.3,2.31,0,237122,8.9,17.6,11.2,6.76,2.79
North Carolina,Davidson County,51,5.3,83.4,31.7,18.1,24.8,73.2,82.4,73.2,2.5,1,810768,15.8,25,22,4.82,2.92
North Carolina,Davie County,51.2,4.9,87.3,32.8,23,26.3,77,85,83.5,2.6,1,260926,14,28.4,21.2,4.5,3.05
North Carolina,Duplin County,50.8,7.1,73.3,29.9,10.8,26.1,57.7,75.6,70.6,2.71,0,440019,26.3,51.7,40.3,5.34,3.34
North Carolina,Durham County,52.3,5.5,87.7,23.5,47.3,22.9,83.8,90.4,55.6,2.37,1,3742693,16.4,23.6,24.1,4.5,3.04
North Carolina,Edgecombe County,53.6,5.9,78.5,29.9,11.6,22,58,72.4,62.9,2.48,1,509453,24.6,47.1,36.3,8.67,2.96
North Carolina,Forsyth County,52.5,4.3,88.5,29.4,33.8,21.4,77.9,86.7,65.9,2.47,1,2536102,18.7,34,28.4,4.87,3.18
North Carolina,Franklin County,50.2,5.7,84.2,33.1,21,31.7,71.9,82.7,77.8,2.56,1,345821,16.4,22.3,21.8,5.22,2.98
North Carolina,Gaston County,51.6,5.5,84.1,32.9,20.5,25.4,74.7,82.8,69.5,2.62,1,1289616,16.5,26.3,23.8,5.33,3.14
North Carolina,Gates County,51.1,4.7,86,34.5,15.7,36.5,63.6,77,81.6,2.6,1,93353,12.4,13.3,19.6,5.13,3.02
North Carolina,Graham County,50.7,1.6,81.8,30.3,14.2,27.5,49,61.7,77.9,2.57,0,75399,19,22.9,26.6,8.84,3.18
North Carolina,Granville County,46.6,2.8,83.6,31.2,21,28.6,73.3,83.9,75.8,2.62,0,435023,14.3,18.4,18.2,4.32,3.1
North Carolina,Greene County,46.4,5.3,75.2,34.2,9.8,25.8,68.9,79.9,70.3,2.56,0,130440,25.8,47.2,38.5,5.29,3.17
North Carolina,Guilford County,52.4,5.3,88.9,29.8,34.9,21.5,70.9,84.6,62.9,2.49,1,3504160,16.7,26.2,23.9,5.23,3.11
North Carolina,Halifax County,52.2,4,76.9,25.8,14,25.2,56.3,73.4,64,2.4,0,633852,26.8,47,37,7.92,2.95
North Carolina,Harnett County,51,6.1,86.2,35.5,20.3,29.2,75,87.5,67.4,2.81,0,649939,18,27.1,23.7,5.79,3.44
North Carolina,Haywood County,51.7,5.9,87.8,35.3,24.3,22.8,67.7,81,75.2,2.26,1,491680,16.6,41.4,26.8,4.55,2.79
North Carolina,Henderson County,51.7,5.2,89.5,33.7,31.2,21.6,76.7,85.3,76.8,2.32,1,821823,11.8,13.5,16.5,4.26,2.83
North Carolina,Hertford County,51.1,5.9,80,32.4,15.3,24.2,56.8,73.1,65.9,2.41,0,272461,23.3,56.9,35.8,6.58,3.2
North Carolina,Hoke County,51.3,7.4,85.4,38.4,18.3,27.1,75.6,84.2,72.4,2.94,1,227309,21.9,31,28.5,6.59,3.61
North Carolina,Hyde County,44.5,21.3,79.4,33.3,7.2,24.7,47.5,72.4,82.6,2.63,0,70512,20.3,22.7,27.2,9.49,2.74
North Carolina,Iredell County,50.8,5.2,88.7,33.2,26.9,25.6,77.4,87.3,74.7,2.66,1,879759,12.7,24.1,18.4,4.8,3.1
North Carolina,Jackson County,50.2,4.9,88,31.1,30.5,20.4,64.8,81.6,66.3,2.35,0,241479,21.6,31.1,29,5.43,2.86
North Carolina,Johnston County,50.8,5.6,85.6,34.5,21.7,29.9,75,87.9,73.2,2.82,1,866111,14.5,24.9,21,4.68,3.31
North Carolina,Jones County,51.9,3.9,81.8,38.8,14.2,27.4,55.5,72.9,72.1,2.33,1,110535,26.4,49.5,46,5.28,2.91
North Carolina,Lee County,51.2,5.1,82,35,21.2,24.7,73.7,82.6,70.4,2.71,0,440973,17.5,26.4,25.4,5.87,3.3
North Carolina,Lenoir County,52.3,5.7,80.1,34.7,13.5,22.2,71.2,79.2,62.3,2.43,0,745447,22.3,40.7,34.8,5.86,2.97
